tx	gene_id	SRR29279085	SRR29279086	SRR29279087	SRR29279088	SRR29279093	SRR29279094	SRR29279095	SRR29279096	SRR29279101	SRR29279102	SRR29279103	SRR29279104	SRR29279109	SRR29279110	SRR29279111	SRR29279112	SRR29279117	SRR29279118	SRR29279119	SRR29279120	SRR29279125	SRR29279126	SRR29279127	SRR29279128	SRR29279133	SRR29279134	SRR29279135	SRR29279136	SRR29279141	SRR29279142	SRR29279143	SRR29279144	SRR29279149	SRR29279150	SRR29279151	SRR29279152	SRR29279157	SRR29279158	SRR29279159	SRR29279160	SRR29279161	SRR29279162	SRR29279163	SRR29279164	SRR29279165	SRR29279166	SRR29279167	SRR29279168	SRR29279169	SRR29279170	SRR29279171	SRR29279172	SRR29279173	SRR29279174	SRR29279175	SRR29279176	SRR29279177	SRR29279178	SRR29279179	SRR29279180
C2_10240W_A-T	C2_10240W_A	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962
C2_10250C_A-T	C2_10250C_A	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285	2285
C2_10260C_A-T	C2_10260C_A	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184
C2_10270W_A-T	C2_10270W_A	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027	2027
C2_10280C_A-T	C2_10280C_A	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979	1979
C2_10290W_A-T	C2_10290W_A	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542	542
C2_10300C_A-T	C2_10300C_A	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796	1796
C2_10310C_A-T	C2_10310C_A	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748	1748
C2_10320C_A-T	C2_10320C_A	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076	1076
C2_10330C_A-T	C2_10330C_A	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245	245
C2_10340W_A-T	C2_10340W_A	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566	566
C2_10350C_A-T	C2_10350C_A	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778	1778
C2_10360C_A-T	C2_10360C_A	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773	773
C2_10420W_A-T	C2_10420W_A	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289
C2_10430C_A-T	C2_10430C_A	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081	2081
C2_10440C_A-T	C2_10440C_A	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663	2663
C2_10450W_A-T	C2_10450W_A	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257	257
C2_10460C_A-T	C2_10460C_A	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673	1673
C2_10470C_A-T	C2_10470C_A	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509	509
C2_10480W_A-T	C2_10480W_A	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779	779
C2_10490C_A-T	C2_10490C_A	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
C2_10500W_A-T	C2_10500W_A	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
C2_10530C_A-T	C2_10530C_A	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037	1037
C2_10540W_A-T	C2_10540W_A	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560	560
C2_10550C_A-T	C2_10550C_A	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998	6998
C2_10560C_A-T	C2_10560C_A	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362	362
C2_10570W_A-T	C2_10570W_A	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320	3320
C2_10580W_A-T	C2_10580W_A	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278	278
C2_10590W_A-T	C2_10590W_A	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536	536
C2_10600W_A-T	C2_10600W_A	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007	95.007
C2_10610W_A-T	C2_10610W_A	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397	1397
C2_10620W_A-T	C2_10620W_A	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539	539
C2_10630W_A-T	C2_10630W_A	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439	1439
C2_10640C_A-T	C2_10640C_A	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296	296
C2_10650W_A-T	C2_10650W_A	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759	7.759
C2_10660W_A-T	C2_10660W_A	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100
C2_10670W_A-T	C2_10670W_A	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770	770
C2_10680W_A-T	C2_10680W_A	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962	962
C2_10690W_A-T	C2_10690W_A	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774	2774
C2_10700C_A-T	C2_10700C_A	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623	623
C2_10710W_A-T	C2_10710W_A	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
C2_10720C_A-T	C2_10720C_A	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857	857
C2_10730W_A-T	C2_10730W_A	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725	725
C2_10740C_A-T	C2_10740C_A	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501	2501
C2_10750C_A-T	C2_10750C_A	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955	1955
C2_10760C_A-T	C2_10760C_A	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817	1817
C2_10770W_A-T	C2_10770W_A	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025	86.025
C2_10780C_A-T	C2_10780C_A	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364
C2_10790C_A-T	C2_10790C_A	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410	410
C2_10800W_A-T	C2_10800W_A	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289	3.289
C2_10810W_A-T	C2_10810W_A	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662	662
C2_10820C_A-T	C2_10820C_A	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383	3383
C2_10830W_A-T	C2_10830W_A	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269	19.269
C2_10840W_A-T	C2_10840W_A	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141	2141
C2_10850C_A-T	C2_10850C_A	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364	1364
C2_10860C_A-T	C2_10860C_A	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836	836
C2_10870W_A-T	C2_10870W_A	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920
C3_00010C_A-T	C3_00010C_A	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803	803
C3_00020W_A-T	C3_00020W_A	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575	575
C3_00030C_A-T	C3_00030C_A	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945	2945
C3_00040W_A-T	C3_00040W_A	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782	782
C3_00050C_A-T	C3_00050C_A	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441	62.441
C3_00060W_A-T	C3_00060W_A	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260
C3_00090W_A-T	C3_00090W_A	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
C3_00100W_A-T	C3_00100W_A	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449	449
C3_00110C_A-T	C3_00110C_A	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210
C3_00120W_A-T	C3_00120W_A	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377	377
C3_00130C_A-T	C3_00130C_A	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328	1328
C3_00140W_A-T	C3_00140W_A	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
C3_00150W_A-T	C3_00150W_A	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287	287
C3_00160C_A-T	C3_00160C_A	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184	1184
C3_00170C_A-T	C3_00170C_A	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004	98.004
C3_00180C_A-T	C3_00180C_A	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511	1511
C3_00190W_A-T	C3_00190W_A	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131	131
C3_00200C_A-T	C3_00200C_A	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845	845
